ScanName,Object_index,Overlap_count,GT_label,absolute index
scene0002_00,1,0,8,7
scene0002_00,2,0,8,8
scene0002_00,3,0,39,10
scene0002_00,4,0,8,11
scene0002_00,5,5,8,12
scene0002_00,6,10,8,13
scene0002_00,7,0,8,14
scene0002_00,8,0,39,17
scene0002_00,9,10,5,18
scene0002_00,10,5,5,19
scene0002_00,11,5,5,20
scene0002_00,12,0,39,23
scene0002_00,13,0,39,24
scene0002_00,14,0,18,25
scene0002_00,15,0,18,26
scene0002_00,16,0,18,27
scene0002_00,17,0,18,28
scene0002_00,18,0,25,29
scene0002_00,19,0,37,30
scene0002_00,20,5,3,31
scene0002_00,21,0,15,32
scene0002_00,22,0,3,33
scene0002_00,23,0,3,34
scene0002_00,24,10,3,35
scene0002_00,25,0,9,37
scene0002_00,26,0,9,38
scene0002_00,27,0,11,43
scene0002_00,28,0,11,44
scene0002_00,29,10,39,46
scene0002_00,30,0,39,47
scene0002_00,31,0,39,48
scene0002_00,32,5,7,49
scene0002_00,33,0,7,50
scene0002_00,34,0,35,51
scene0002_00,35,0,35,52
scene0002_00,36,0,24,55
scene0002_00,37,0,6,56
scene0002_01,0,0,25,0
scene0002_01,1,0,39,1
scene0002_01,2,0,39,2
scene0002_01,3,0,5,5
scene0002_01,4,0,11,11
scene0002_01,5,0,24,15
scene0002_01,6,0,8,20
scene0002_01,7,0,11,21
scene0002_01,8,0,35,22
scene0002_01,9,0,11,23
scene0002_01,10,0,11,26
scene0002_01,11,0,39,28
scene0002_01,12,0,39,30
scene0002_01,13,5,15,31
scene0002_01,14,0,6,35
scene0002_01,15,5,5,38
scene0002_01,16,5,5,39
scene0002_01,17,0,3,42
scene0002_01,18,5,3,43
scene0002_01,19,0,3,44
scene0002_01,20,0,15,45
scene0002_01,21,0,8,46
scene0002_01,22,0,8,47
scene0002_01,23,0,8,48
scene0002_01,24,0,8,49
scene0002_01,25,0,9,50
scene0002_01,26,0,9,51
scene0002_01,27,0,39,52
scene0002_01,28,0,39,53
scene0002_01,29,0,18,54
scene0002_01,30,0,18,55
scene0002_01,31,5,7,56
scene0002_01,32,0,35,57
scene0002_01,33,0,7,58
scene0002_01,34,0,7,59
scene0002_01,35,0,18,61
scene0002_01,36,0,18,62
scene0003_00,0,10,12,1
scene0003_00,1,10,3,2
scene0003_00,2,5,3,3
scene0003_00,3,0,3,4
scene0003_00,4,5,3,5
scene0003_00,5,5,39,7
scene0003_00,6,0,39,9
scene0003_00,7,0,24,10
scene0003_00,8,5,34,11
scene0003_00,9,15,8,12
scene0003_00,10,0,8,20
scene0003_01,0,15,3,2
scene0003_01,1,0,24,4
scene0003_01,2,0,39,5
scene0003_01,3,0,7,6
scene0003_01,4,0,3,7
scene0003_01,5,0,3,8
scene0003_01,6,5,34,9
scene0003_01,7,15,3,12
scene0003_01,8,10,8,21
scene0003_02,0,0,34,0
scene0003_02,1,15,3,1
scene0003_02,2,0,24,2
scene0003_02,3,15,3,5
scene0003_02,4,5,3,6
scene0003_02,5,15,39,7
scene0003_02,6,5,39,10
scene0003_02,7,10,3,12
scene0003_02,8,0,8,20
scene0003_02,9,15,8,21
scene0004_00,0,5,7,0
scene0004_00,1,0,13,1
scene0004_00,2,0,9,3
scene0004_00,3,0,7,4
scene0004_00,4,10,5,5
scene0004_00,5,10,5,6
scene0004_00,6,5,5,7
scene0004_00,7,5,5,8
scene0004_00,8,5,5,9
scene0004_00,9,5,5,10
scene0004_00,10,5,5,11
scene0004_00,11,0,5,12
scene0005_00,0,10,39,0
scene0005_00,1,10,5,3
scene0005_00,2,15,5,4
scene0005_00,3,15,5,5
scene0005_00,4,5,25,7
scene0005_00,5,5,3,8
scene0005_00,6,15,7,9
scene0005_00,7,20,7,10
scene0005_00,8,0,8,13
scene0005_00,9,10,5,16
scene0005_01,0,10,7,1
scene0005_01,1,30,7,2
scene0005_01,2,5,5,4
scene0005_01,3,5,5,5
scene0005_01,4,0,25,6
scene0005_01,5,15,39,7
scene0005_01,6,5,3,8
scene0005_01,7,15,5,9
scene0005_01,8,15,5,10
scene0005_01,9,0,39,11
scene0005_01,10,10,8,14
scene0006_00,0,20,4,1
scene0006_00,1,5,4,2
scene0006_00,2,0,16,3
scene0006_00,3,0,14,4
scene0006_00,4,0,5,5
scene0006_00,5,10,5,6
scene0006_00,6,5,5,7
scene0006_00,7,5,25,9
scene0006_00,8,5,18,10
scene0006_00,9,0,18,11
scene0006_00,10,0,18,12
scene0006_00,11,0,18,13
scene0006_00,12,5,32,14
scene0006_00,13,5,35,15
scene0006_00,14,5,18,17
scene0006_00,15,5,18,18
scene0006_00,16,0,11,23
scene0006_00,17,0,11,24
scene0006_00,18,0,11,25
scene0006_00,19,0,11,26
scene0006_00,20,0,37,30
scene0006_00,21,0,16,31
scene0006_00,22,0,16,32
scene0006_00,23,0,7,33
scene0006_00,24,0,21,35
scene0006_00,25,0,19,37
scene0006_00,26,0,35,38
scene0006_00,27,0,39,39
scene0006_00,28,0,8,41
scene0006_00,29,0,8,43
scene0006_01,0,5,32,1
scene0006_01,1,15,4,2
scene0006_01,2,15,4,3
scene0006_01,3,0,14,4
scene0006_01,4,0,16,5
scene0006_01,5,0,35,7
scene0006_01,6,5,18,9
scene0006_01,7,0,18,10
scene0006_01,8,0,18,11
scene0006_01,9,0,18,12
scene0006_01,10,0,18,13
scene0006_01,11,5,18,14
scene0006_01,12,0,11,16
scene0006_01,13,0,11,17
scene0006_01,14,0,11,18
scene0006_01,15,0,11,19
scene0006_01,16,0,8,21
scene0006_01,17,5,8,22
scene0006_01,18,0,35,28
scene0006_01,19,0,23,29
scene0006_01,20,0,19,30
scene0006_01,21,0,25,32
scene0006_01,22,10,5,34
scene0006_01,23,5,5,35
scene0006_01,24,0,21,36
scene0006_01,25,0,21,37
scene0006_01,26,0,35,38
scene0006_01,27,5,7,39
scene0006_01,28,5,16,40
scene0006_01,29,10,16,41
scene0006_01,30,5,5,42
scene0006_01,31,0,21,43
scene0006_02,0,5,18,0
scene0006_02,1,5,25,1
scene0006_02,2,10,4,2
scene0006_02,3,5,4,3
scene0006_02,4,5,5,4
scene0006_02,5,5,5,5
scene0006_02,6,10,5,6
scene0006_02,7,0,16,8
scene0006_02,8,0,16,9
scene0006_02,9,10,7,10
scene0006_02,10,0,35,11
scene0006_02,11,0,35,12
scene0006_02,12,0,7,13
scene0006_02,13,5,32,15
scene0006_02,14,0,3,16
scene0006_02,15,5,18,18
scene0006_02,16,0,18,19
scene0006_02,17,0,18,20
scene0006_02,18,5,35,21
scene0006_02,19,5,18,22
scene0006_02,20,0,18,23
scene0006_02,21,5,18,24
scene0006_02,22,0,18,25
scene0006_02,23,0,11,28
scene0006_02,24,0,11,29
scene0006_02,25,0,11,30
scene0006_02,26,0,11,31
scene0006_02,27,0,8,37
scene0006_02,28,0,8,38
scene0006_02,29,0,23,41
scene0006_02,30,0,35,42
scene0006_02,31,0,19,43
scene0006_02,32,0,39,44
scene0006_02,33,0,21,45
scene0006_02,34,0,21,46
scene0006_02,35,0,21,47
scene0006_02,36,10,16,49
scene0007_00,0,0,29,1
scene0007_00,1,5,3,2
scene0007_00,2,0,39,3
scene0007_00,3,0,8,5
scene0007_00,4,0,29,14
scene0007_00,5,0,8,23
scene0008_00,0,0,6,0
scene0008_00,1,5,6,1
scene0008_00,2,5,5,3
scene0008_00,3,0,5,4
scene0008_00,4,5,5,5
scene0008_00,5,5,5,6
scene0008_00,6,5,7,7
scene0008_00,7,5,7,8
scene0008_00,8,0,7,9
scene0008_00,9,0,8,10
scene0008_00,10,0,18,11
scene0008_00,11,0,18,12
scene0008_00,12,0,18,13
scene0008_00,13,5,7,14
scene0008_00,14,0,35,16
scene0008_00,15,0,39,17
scene0008_00,16,0,25,18
scene0008_00,17,0,8,19
scene0008_00,18,0,9,20
scene0008_00,19,0,9,23
scene0008_00,20,0,35,25
scene0008_00,21,0,35,31
scene0008_00,22,5,7,32
scene0009_00,0,5,34,8
scene0009_00,1,10,34,9
scene0009_00,2,5,34,10
scene0009_00,3,10,34,11
scene0009_00,4,5,39,16
scene0009_00,5,0,39,17
scene0009_00,6,0,19,20
scene0009_00,7,5,8,28
scene0009_00,8,0,8,30
scene0009_01,0,10,34,1
scene0009_01,1,10,34,2
scene0009_01,2,10,34,11
scene0009_01,3,5,34,12
scene0009_01,4,0,8,13
scene0009_01,5,5,8,14
scene0009_01,6,0,8,15
scene0009_01,7,10,39,16
scene0009_01,8,0,39,17
scene0009_01,9,0,8,26
scene0009_01,10,0,19,37
scene0009_02,0,10,34,3
scene0009_02,1,0,19,5
scene0009_02,2,5,34,8
scene0009_02,3,20,39,10
scene0009_02,4,0,8,18
scene0009_02,5,5,8,20
scene0009_02,6,0,8,22
scene0009_02,7,0,8,24
scene0009_02,8,10,39,29
scene0009_02,9,10,34,31
scene0009_02,10,5,34,34
scene0010_00,0,0,37,0
scene0010_00,1,0,23,3
scene0010_00,2,0,30,6
scene0010_00,3,0,39,7
scene0010_00,4,0,3,10
scene0010_00,5,0,9,11
scene0010_00,6,0,26,13
scene0010_00,7,0,15,15
scene0010_00,8,0,29,17
scene0010_00,9,0,29,18
scene0010_00,10,0,29,19
scene0010_00,11,0,29,20
scene0010_00,12,0,29,21
scene0010_00,13,0,29,23
scene0010_00,14,5,15,24
scene0010_00,15,0,29,25
scene0010_00,16,0,23,32
scene0010_00,17,5,5,35
scene0010_00,18,10,5,36
scene0010_00,19,0,5,37
scene0010_00,20,5,5,38
scene0010_00,21,15,5,39
scene0010_00,22,0,15,40
scene0010_00,23,15,14,41
scene0010_00,24,15,7,53
scene0010_00,25,5,3,54
scene0010_00,26,0,3,55
scene0010_00,27,5,8,60
scene0010_00,28,0,9,63
scene0010_01,0,10,5,8
scene0010_01,1,15,5,9
scene0010_01,2,10,5,10
scene0010_01,3,0,5,11
scene0010_01,4,0,15,13
scene0010_01,5,0,15,14
scene0010_01,6,0,14,16
scene0010_01,7,0,14,17
scene0010_01,8,0,39,18
scene0010_01,9,0,29,21
scene0010_01,10,0,29,22
scene0010_01,11,0,29,23
scene0010_01,12,0,9,25
scene0010_01,13,0,26,28
scene0010_01,14,0,14,29
scene0010_01,15,0,3,30
scene0010_01,16,0,3,31
scene0010_01,17,0,29,35
scene0010_01,18,0,29,36
scene0010_01,19,0,7,37
scene0010_01,20,0,29,38
scene0010_01,21,5,29,39
scene0010_01,22,0,15,41
scene0010_01,23,10,9,45
scene0010_01,24,0,8,47
scene0010_01,25,5,8,48
scene0010_01,26,0,3,49
scene0010_01,27,0,5,50
scene0010_01,28,0,37,52
scene0010_01,29,0,3,54
scene0010_01,30,0,23,56
scene0010_01,31,0,30,59
scene0010_01,32,0,23,60
scene0012_00,0,5,5,3
scene0012_00,1,10,5,4
scene0012_00,2,5,5,5
scene0012_00,3,10,5,6
scene0012_00,4,0,15,8
scene0012_00,5,0,7,9
scene0012_00,6,5,8,12
scene0012_00,7,5,8,13
scene0012_00,8,5,8,14
scene0012_00,9,5,8,15
scene0012_00,10,0,8,16
scene0012_00,11,0,8,17
scene0012_00,12,10,15,20
scene0012_00,13,5,8,22
scene0012_00,14,0,8,23
scene0012_00,15,0,8,24
scene0012_00,16,0,8,25
scene0012_00,17,0,29,26
scene0012_00,18,0,8,27
scene0012_00,19,5,8,28
scene0012_00,20,0,29,30
scene0012_00,21,5,37,31
scene0012_01,0,0,8,0
scene0012_01,1,10,5,1
scene0012_01,2,10,5,2
scene0012_01,3,5,5,3
scene0012_01,4,0,15,6
scene0012_01,5,0,15,7
scene0012_01,6,0,7,8
scene0012_01,7,5,5,10
scene0012_01,8,0,29,11
scene0012_01,9,0,29,12
scene0012_01,10,0,8,16
scene0012_01,11,0,8,18
scene0012_01,12,0,8,19
scene0012_01,13,0,8,21
scene0012_01,14,5,8,22
scene0012_01,15,5,8,23
scene0012_01,16,0,8,24
scene0012_01,17,0,8,27
scene0012_01,18,0,8,28
scene0012_01,19,0,8,29
scene0012_01,20,0,8,30
scene0012_01,21,0,8,32
scene0012_01,22,0,8,33
scene0012_02,0,15,5,0
scene0012_02,1,5,5,1
scene0012_02,2,5,5,2
scene0012_02,3,10,5,3
scene0012_02,4,5,15,4
scene0012_02,5,0,15,5
scene0012_02,6,0,29,7
scene0012_02,7,0,7,8
scene0012_02,8,0,29,9
scene0012_02,9,0,8,15
scene0012_02,10,0,8,16
scene0012_02,11,0,8,18
scene0012_02,12,0,8,19
scene0012_02,13,0,8,20
scene0012_02,14,0,8,21
scene0012_02,15,5,8,26
scene0012_02,16,0,8,27
scene0012_02,17,0,8,29
scene0012_02,18,0,8,30
scene0012_02,19,0,8,31
scene0012_02,20,5,8,32
scene0013_00,0,20,5,0
scene0013_00,1,20,5,1
scene0013_00,2,25,5,2
scene0013_00,3,30,5,3
scene0013_00,4,20,7,5
scene0013_01,0,20,5,1
scene0013_01,1,20,5,2
scene0013_01,2,25,5,3
scene0013_01,3,35,5,4
scene0013_01,4,40,7,5
scene0013_02,0,15,5,0
scene0013_02,1,25,5,1
scene0013_02,2,25,5,2
scene0013_02,3,15,5,3
scene0013_02,4,15,7,5
scene0014_00,0,0,8,6
scene0014_00,1,10,8,10
scene0014_00,2,5,28,17
scene0014_00,3,15,9,19
scene0014_00,4,0,8,20
scene0014_00,5,20,33,21
scene0014_00,6,5,3,24
scene0014_00,7,5,39,25
scene0014_00,8,0,39,26
scene0014_00,9,0,34,28
scene0014_00,10,0,34,29
scene0016_00,0,0,11,1
scene0016_00,1,0,15,6
scene0016_00,2,0,29,7
scene0016_00,3,10,18,11
scene0016_00,4,10,18,12
scene0016_00,5,5,39,13
scene0016_00,6,0,39,18
scene0016_00,7,0,29,20
scene0016_00,8,5,16,28
scene0016_00,9,0,37,30
scene0016_00,10,0,16,40
scene0016_00,11,0,24,42
scene0016_00,12,0,16,44
scene0016_00,13,0,29,46
scene0016_00,14,0,6,49
scene0016_00,15,0,8,52
scene0016_00,16,0,8,53
scene0016_01,0,0,16,1
scene0016_01,1,0,16,2
scene0016_01,2,0,24,10
scene0016_01,3,0,15,11
scene0016_01,4,10,39,12
scene0016_01,5,0,18,16
scene0016_01,6,0,29,17
scene0016_01,7,0,6,19
scene0016_01,8,0,16,29
scene0016_01,9,0,29,36
scene0016_01,10,0,37,40
scene0016_01,11,0,11,41
scene0016_01,12,0,29,46
scene0016_01,13,0,8,48
scene0016_02,0,0,29,8
scene0016_02,1,10,39,10
scene0016_02,2,0,11,18
scene0016_02,3,0,18,19
scene0016_02,4,0,18,20
scene0016_02,5,0,24,22
scene0016_02,6,0,6,24
scene0016_02,7,0,29,28
scene0016_02,8,0,16,30
scene0016_02,9,0,16,32
scene0016_02,10,0,16,35
scene0016_02,11,0,8,36
scene0016_02,12,0,29,39
scene0016_02,13,0,15,44
scene0016_02,14,0,37,49
scene0017_00,0,10,5,2
scene0017_00,1,15,5,3
scene0017_00,2,10,5,4
scene0017_00,3,10,5,5
scene0017_00,4,15,14,7
scene0017_00,5,20,9,8
scene0017_00,6,10,8,9
scene0017_00,7,0,39,18
scene0017_00,8,0,39,19
scene0017_00,9,0,39,20
scene0017_00,10,0,23,21
scene0017_00,11,5,3,25
scene0017_00,12,5,30,26
scene0017_00,13,0,3,28
scene0017_01,0,5,9,0
scene0017_01,1,5,5,3
scene0017_01,2,10,5,4
scene0017_01,3,5,5,5
scene0017_01,4,25,14,6
scene0017_01,5,0,39,8
scene0017_01,6,0,23,13
scene0017_01,7,0,23,14
scene0017_01,8,0,39,15
scene0017_01,9,0,3,16
scene0017_01,10,5,39,23
scene0017_01,11,5,3,25
scene0017_01,12,0,3,26
scene0017_01,13,0,5,27
scene0017_01,14,10,8,29
scene0017_02,0,5,9,2
scene0017_02,1,0,11,4
scene0017_02,2,15,5,6
scene0017_02,3,10,5,7
scene0017_02,4,5,5,8
scene0017_02,5,5,5,9
scene0017_02,6,20,7,11
scene0017_02,7,5,8,12
scene0017_02,8,0,39,17
scene0017_02,9,0,30,20
scene0017_02,10,5,39,21
scene0017_02,11,0,3,22
scene0017_02,12,0,23,25
scene0017_02,13,0,23,26
scene0017_02,14,0,3,28
scene0018_00,0,20,39,4
scene0018_00,1,5,3,5
scene0018_00,2,15,7,6
scene0018_00,3,15,29,7
scene0018_00,4,0,39,9
scene0018_00,5,0,29,15
scene0018_00,6,0,29,16
scene0018_00,7,0,8,18
scene0020_00,0,0,8,0
scene0020_00,1,0,14,2
scene0020_00,2,5,9,3
scene0020_00,3,0,5,9
scene0020_00,4,0,10,13
scene0020_00,5,0,10,14
scene0020_00,6,0,9,15
scene0020_00,7,0,23,16
scene0020_00,8,0,39,17
scene0020_00,9,0,10,27
scene0020_00,10,0,23,30
scene0020_00,11,0,23,31
scene0020_00,12,0,23,32
scene0020_00,13,0,23,33
scene0020_00,14,0,23,34
scene0020_00,15,0,23,35
scene0020_00,16,0,23,36
scene0020_00,17,0,23,37
scene0020_00,18,0,23,38
scene0020_00,19,0,23,39
scene0020_00,20,0,23,40
scene0020_00,21,5,23,41
scene0020_00,22,0,23,42
scene0020_00,23,5,23,43
scene0020_00,24,0,23,44
scene0020_01,0,10,5,0
scene0020_01,1,5,9,2
scene0020_01,2,5,9,3
scene0020_01,3,0,10,4
scene0020_01,4,0,10,5
scene0020_01,5,0,14,6
scene0020_01,6,5,39,9
scene0020_01,7,5,10,12
scene0020_01,8,0,23,25
scene0020_01,9,0,23,26
scene0020_01,10,10,23,27
scene0020_01,11,0,23,28
scene0020_01,12,0,23,29
scene0020_01,13,0,23,30
scene0020_01,14,0,23,31
scene0020_01,15,0,23,32
scene0020_01,16,0,23,33
scene0020_01,17,0,23,34
scene0020_01,18,0,23,35
scene0020_01,19,0,23,36
scene0020_01,20,0,23,37
scene0020_01,21,0,23,38
scene0020_01,22,0,23,39
scene0020_01,23,0,23,40
scene0020_01,24,0,23,41
scene0020_01,25,5,23,42
scene0020_01,26,0,23,43
scene0020_01,27,5,23,44
scene0020_01,28,0,23,45
scene0021_00,0,5,6,0
scene0021_00,1,5,5,2
scene0021_00,2,10,5,3
scene0021_00,3,0,18,4
scene0021_00,4,0,7,5
scene0021_00,5,5,18,6
scene0021_00,6,0,18,7
scene0021_00,7,0,18,8
scene0021_00,8,0,6,9
scene0021_00,9,0,7,10
scene0022_00,0,5,5,1
scene0022_00,1,0,6,4
scene0022_00,2,5,24,5
scene0022_00,3,10,7,6
scene0022_00,4,0,7,7
scene0022_00,5,5,7,8
scene0022_00,6,0,7,9
scene0022_00,7,5,5,11
scene0022_00,8,0,5,12
scene0022_00,9,5,5,14
scene0022_00,10,0,5,15
scene0022_00,11,0,5,16
scene0022_00,12,0,5,17
scene0022_00,13,5,39,18
scene0022_00,14,0,9,19
scene0022_00,15,5,39,20
scene0022_00,16,0,5,24
scene0022_00,17,0,5,25
scene0022_00,18,0,30,27
scene0022_00,19,5,5,28
scene0022_00,20,5,5,29
scene0022_00,21,0,5,30
scene0022_00,22,0,5,31
scene0022_00,23,0,8,33
scene0022_00,24,10,8,34
scene0022_01,0,0,6,0
scene0022_01,1,0,5,1
scene0022_01,2,5,7,5
scene0022_01,3,5,7,6
scene0022_01,4,5,5,7
scene0022_01,5,0,5,8
scene0022_01,6,5,5,9
scene0022_01,7,5,5,10
scene0022_01,8,0,5,11
scene0022_01,9,0,5,12
scene0022_01,10,5,5,13
scene0022_01,11,0,5,14
scene0022_01,12,5,7,16
scene0022_01,13,0,7,17
scene0022_01,14,5,5,19
scene0022_01,15,0,5,20
scene0022_01,16,0,5,21
scene0022_01,17,0,39,23
scene0022_01,18,5,39,24
scene0022_01,19,5,5,25
scene0022_01,20,0,9,26
scene0022_01,21,0,8,27
scene0022_01,22,0,30,29
scene0022_01,23,5,3,31
scene0022_01,24,0,3,33
scene0022_01,25,5,39,34
scene0022_01,26,0,8,38
scene0023_00,0,0,5,1
scene0023_00,1,5,5,2
scene0023_00,2,5,7,3
scene0023_00,3,15,7,4
scene0023_00,4,5,7,5
scene0023_00,5,5,5,6
scene0023_00,6,0,5,7
scene0023_00,7,0,5,8
scene0023_00,8,0,5,9
scene0023_00,9,0,5,10
scene0023_00,10,0,5,11
scene0023_00,11,0,30,13
scene0023_00,12,5,15,16
scene0023_00,13,0,5,19
scene0023_00,14,10,5,20
scene0023_00,15,5,5,21
scene0023_00,16,5,5,22
scene0023_00,17,10,5,23
scene0023_00,18,5,5,24
scene0023_00,19,0,5,25
scene0023_00,20,0,5,26
scene0023_00,21,0,9,28
scene0024_00,0,10,6,0
scene0024_00,1,5,39,2
scene0024_00,2,0,8,5
scene0024_00,3,5,5,8
scene0024_00,4,10,5,9
scene0024_00,5,0,5,10
scene0024_00,6,5,5,11
scene0024_00,7,5,17,13
scene0024_00,8,10,7,14
scene0024_00,9,5,7,15
scene0024_00,10,10,3,16
scene0024_00,11,10,11,17
scene0024_00,12,0,9,18
scene0024_00,13,0,23,19
scene0024_00,14,0,18,20
scene0024_00,15,0,23,21
scene0024_00,16,0,23,24
scene0024_00,17,0,39,25
scene0024_00,18,5,7,27
scene0024_00,19,0,8,35
scene0024_00,20,0,39,38
scene0024_00,21,0,29,40
scene0024_00,22,0,9,45
scene0024_00,23,0,9,48
scene0024_00,24,0,9,50
scene0024_00,25,0,7,54
scene0024_00,26,0,35,57
scene0024_00,27,0,35,58
scene0024_00,28,0,23,59
scene0024_00,29,0,37,60
scene0024_00,30,0,5,61
scene0024_00,31,0,5,63
scene0024_00,32,5,5,64
scene0024_01,0,5,3,2
scene0024_01,1,5,39,3
scene0024_01,2,5,6,4
scene0024_01,3,0,7,5
scene0024_01,4,0,7,6
scene0024_01,5,0,5,7
scene0024_01,6,5,5,8
scene0024_01,7,0,9,10
scene0024_01,8,0,23,11
scene0024_01,9,0,23,13
scene0024_01,10,0,35,17
scene0024_01,11,0,7,18
scene0024_01,12,5,11,19
scene0024_01,13,0,23,21
scene0024_01,14,0,39,22
scene0024_01,15,0,7,25
scene0024_01,16,5,5,29
scene0024_01,17,5,5,30
scene0024_01,18,0,5,31
scene0024_01,19,0,5,32
scene0024_01,20,0,5,33
scene0024_01,21,0,8,34
scene0024_01,22,0,8,35
scene0024_01,23,0,29,37
scene0024_01,24,0,39,43
scene0024_01,25,0,9,47
scene0024_01,26,5,9,50
scene0024_01,27,0,9,51
scene0024_01,28,0,35,55
scene0024_01,29,0,7,56
scene0024_01,30,0,23,57
scene0024_02,0,5,5,0
scene0024_02,1,5,7,1
scene0024_02,2,0,23,2
scene0024_02,3,0,7,4
scene0024_02,4,0,23,6
scene0024_02,5,0,39,7
scene0024_02,6,0,7,10
scene0024_02,7,10,3,14
scene0024_02,8,0,23,16
scene0024_02,9,0,37,17
scene0024_02,10,5,5,19
scene0024_02,11,0,5,20
scene0024_02,12,5,5,21
scene0024_02,13,0,5,22
scene0024_02,14,0,5,23
scene0024_02,15,0,17,25
scene0024_02,16,0,8,29
scene0024_02,17,0,8,30
scene0024_02,18,0,29,31
scene0024_02,19,0,39,37
scene0024_02,20,0,9,43
scene0024_02,21,0,7,45
scene0024_02,22,0,35,49
scene0024_02,23,5,6,50
scene0024_02,24,5,39,52
scene0024_02,25,0,9,57
scene0024_02,26,0,9,58
scene0024_02,27,0,9,59
scene0024_02,28,10,11,60
scene0024_02,29,5,5,61
scene0024_02,30,0,18,62
scene0026_00,0,10,3,3
scene0026_00,1,10,9,4
scene0026_00,2,0,8,6
scene0026_00,3,5,8,7
scene0026_00,4,5,8,8
scene0026_00,5,5,33,9
scene0026_00,6,10,33,10
scene0026_00,7,0,33,11
scene0026_00,8,0,34,14
scene0026_00,9,0,34,15
scene0026_00,10,10,39,16
scene0026_00,11,0,39,17
scene0026_00,12,5,28,18
