ScanName,Object_index,Overlap_count,GT_label,absolute index
scene0003_01,0,3,3,2
scene0003_01,1,1,39,5
scene0003_01,2,0,7,6
scene0003_01,3,2,3,7
scene0003_01,4,2,3,8
scene0003_01,5,2,3,12
scene0003_01,6,2,8,21
scene0003_02,0,3,3,1
scene0003_02,1,2,3,5
scene0003_02,2,1,3,6
scene0003_02,3,2,39,7
scene0003_02,4,0,39,10
scene0003_02,5,1,3,12
scene0003_02,6,0,8,20
scene0003_02,7,2,8,21
scene0004_00,0,2,7,0
scene0004_00,1,0,9,3
scene0004_00,2,0,7,4
scene0004_00,3,1,5,5
scene0004_00,4,0,5,6
scene0004_00,5,1,5,7
scene0004_00,6,1,5,8
scene0004_00,7,1,5,9
scene0004_00,8,1,5,10
scene0004_00,9,1,5,11
scene0004_00,10,0,5,12
scene0005_00,0,5,39,0
scene0005_00,1,2,5,3
scene0005_00,2,2,5,4
scene0005_00,3,3,5,5
scene0005_00,4,1,3,8
scene0005_00,5,5,7,9
scene0005_00,6,6,7,10
scene0005_00,7,3,8,13
scene0005_00,8,3,5,16
scene0005_01,0,5,7,1
scene0005_01,1,6,7,2
scene0005_01,2,1,5,4
scene0005_01,3,3,5,5
scene0005_01,4,2,39,7
scene0005_01,5,2,3,8
scene0005_01,6,2,5,9
scene0005_01,7,1,5,10
scene0005_01,8,1,39,11
scene0005_01,9,2,8,14
scene0006_00,0,1,5,5
scene0006_00,1,1,5,6
scene0006_00,2,3,5,7
scene0006_00,3,1,7,33
scene0006_00,4,0,39,39
scene0006_00,5,1,8,41
scene0006_00,6,0,8,43
scene0006_01,0,0,8,21
scene0006_01,1,1,8,22
scene0006_01,2,0,23,29
scene0006_01,3,2,5,34
scene0006_01,4,1,5,35
scene0006_01,5,0,7,39
scene0006_01,6,1,5,42
scene0006_02,0,1,5,4
scene0006_02,1,1,5,5
scene0006_02,2,0,5,6
scene0006_02,3,0,7,10
scene0006_02,4,0,7,13
scene0006_02,5,2,3,16
scene0006_02,6,0,8,37
scene0006_02,7,0,8,38
scene0006_02,8,0,23,41
scene0006_02,9,0,39,44
scene0007_00,0,9,3,2
scene0007_00,1,0,39,3
scene0007_00,2,1,8,5
scene0007_00,3,0,8,23
scene0008_00,0,1,5,3
scene0008_00,1,1,5,4
scene0008_00,2,1,5,5
scene0008_00,3,1,5,6
scene0008_00,4,1,7,7
scene0008_00,5,0,7,8
scene0008_00,6,0,7,9
scene0008_00,7,0,8,10
scene0008_00,8,0,7,14
scene0008_00,9,0,39,17
scene0008_00,10,1,8,19
scene0008_00,11,1,9,20
scene0008_00,12,1,9,23
scene0008_00,13,1,7,32
scene0009_00,0,1,39,16
scene0009_00,1,1,39,17
scene0009_00,2,1,8,28
scene0009_00,3,1,8,30
scene0009_01,0,0,8,13
scene0009_01,1,2,8,14
scene0009_01,2,0,8,15
scene0009_01,3,1,39,16
scene0009_01,4,0,39,17
scene0009_01,5,0,8,26
scene0009_02,0,1,39,10
scene0009_02,1,0,8,18
scene0009_02,2,1,8,20
scene0009_02,3,0,8,22
scene0009_02,4,0,8,24
scene0009_02,5,1,39,29
scene0010_00,0,0,23,3
scene0010_00,1,0,39,7
scene0010_00,2,0,3,10
scene0010_00,3,0,9,11
scene0010_00,4,0,23,32
scene0010_00,5,2,5,35
scene0010_00,6,3,5,36
scene0010_00,7,0,5,37
scene0010_00,8,1,5,38
scene0010_00,9,1,5,39
scene0010_00,10,0,7,53
scene0010_00,11,1,3,54
scene0010_00,12,0,3,55
scene0010_00,13,1,8,60
scene0010_00,14,0,9,63
scene0010_01,0,2,5,8
scene0010_01,1,1,5,9
scene0010_01,2,1,5,10
scene0010_01,3,0,5,11
scene0010_01,4,0,39,18
scene0010_01,5,0,9,25
scene0010_01,6,0,3,30
scene0010_01,7,1,3,31
scene0010_01,8,0,7,37
scene0010_01,9,1,9,45
scene0010_01,10,0,8,47
scene0010_01,11,1,8,48
scene0010_01,12,0,3,49
scene0010_01,13,1,5,50
scene0010_01,14,0,3,54
scene0010_01,15,0,23,56
scene0010_01,16,0,23,60
scene0012_00,0,1,5,3
scene0012_00,1,1,5,4
scene0012_00,2,1,5,5
scene0012_00,3,1,5,6
scene0012_00,4,1,7,9
scene0012_00,5,0,8,12
scene0012_00,6,1,8,13
scene0012_00,7,0,8,14
scene0012_00,8,0,8,15
scene0012_00,9,0,8,16
scene0012_00,10,0,8,17
scene0012_00,11,0,8,22
scene0012_00,12,0,8,23
scene0012_00,13,0,8,24
scene0012_00,14,1,8,25
scene0012_00,15,0,8,27
scene0012_00,16,0,8,28
scene0012_01,0,0,8,0
scene0012_01,1,2,5,1
scene0012_01,2,3,5,2
scene0012_01,3,2,5,3
scene0012_01,4,1,7,8
scene0012_01,5,2,5,10
scene0012_01,6,0,8,16
scene0012_01,7,1,8,18
scene0012_01,8,0,8,19
scene0012_01,9,1,8,21
scene0012_01,10,0,8,22
scene0012_01,11,1,8,23
scene0012_01,12,0,8,24
scene0012_01,13,0,8,27
scene0012_01,14,3,8,28
scene0012_01,15,0,8,29
scene0012_01,16,0,8,30
scene0012_01,17,1,8,32
scene0012_01,18,0,8,33
scene0012_02,0,1,5,0
scene0012_02,1,1,5,1
scene0012_02,2,1,5,2
scene0012_02,3,2,5,3
scene0012_02,4,1,7,8
scene0012_02,5,0,8,15
scene0012_02,6,0,8,16
scene0012_02,7,1,8,18
scene0012_02,8,1,8,19
scene0012_02,9,0,8,20
scene0012_02,10,0,8,21
scene0012_02,11,1,8,26
scene0012_02,12,0,8,27
scene0012_02,13,0,8,29
scene0012_02,14,0,8,30
scene0012_02,15,0,8,31
scene0012_02,16,2,8,32
scene0013_00,0,3,5,0
scene0013_00,1,4,5,1
scene0013_00,2,4,5,2
scene0013_00,3,3,5,3
scene0013_00,4,1,7,5
scene0013_01,0,4,5,1
scene0013_01,1,7,5,2
scene0013_01,2,8,5,3
scene0013_01,3,9,5,4
scene0013_01,4,7,7,5
scene0013_02,0,3,5,0
scene0013_02,1,1,5,1
scene0013_02,2,2,5,2
scene0013_02,3,2,5,3
scene0013_02,4,2,7,5
scene0014_00,0,0,8,6
scene0014_00,1,2,8,10
scene0014_00,2,2,9,19
scene0014_00,3,0,8,20
scene0014_00,4,2,3,24
scene0014_00,5,1,39,25
scene0014_00,6,0,39,26
scene0016_00,0,2,39,13
scene0016_00,1,0,39,18
scene0016_00,2,0,8,52
scene0016_00,3,0,8,53
scene0016_01,0,2,39,12
scene0016_01,1,0,8,48
scene0016_02,0,3,39,10
scene0016_02,1,0,8,36
scene0017_00,0,1,5,2
scene0017_00,1,1,5,3
scene0017_00,2,1,5,4
scene0017_00,3,1,5,5
scene0017_00,4,4,9,8
scene0017_00,5,3,8,9
scene0017_00,6,0,39,18
scene0017_00,7,1,39,19
scene0017_00,8,1,39,20
scene0017_00,9,0,23,21
scene0017_00,10,1,3,25
scene0017_00,11,0,3,28
scene0017_01,0,5,9,0
scene0017_01,1,3,5,3
scene0017_01,2,1,5,4
scene0017_01,3,1,5,5
scene0017_01,4,0,39,8
scene0017_01,5,0,23,13
scene0017_01,6,0,23,14
scene0017_01,7,0,39,15
scene0017_01,8,0,3,16
scene0017_01,9,1,39,23
scene0017_01,10,1,3,25
scene0017_01,11,0,3,26
scene0017_01,12,2,5,27
scene0017_01,13,2,8,29
scene0017_02,0,3,9,2
scene0017_02,1,4,5,6
scene0017_02,2,3,5,7
scene0017_02,3,1,5,8
scene0017_02,4,2,5,9
scene0017_02,5,3,7,11
scene0017_02,6,2,8,12
scene0017_02,7,1,39,17
scene0017_02,8,0,39,21
scene0017_02,9,0,3,22
scene0017_02,10,0,23,25
scene0017_02,11,0,23,26
scene0017_02,12,1,3,28
scene0018_00,0,3,39,4
scene0018_00,1,2,3,5
scene0018_00,2,2,7,6
scene0018_00,3,3,39,9
scene0018_00,4,0,8,18
scene0020_00,0,1,8,0
scene0020_00,1,1,9,3
scene0020_00,2,2,5,9
scene0020_00,3,2,9,15
scene0020_00,4,0,23,16
scene0020_00,5,0,39,17
scene0020_00,6,0,23,30
scene0020_00,7,0,23,31
scene0020_00,8,0,23,32
scene0020_00,9,0,23,33
scene0020_00,10,0,23,34
scene0020_00,11,0,23,35
scene0020_00,12,0,23,36
scene0020_00,13,1,23,37
scene0020_00,14,0,23,38
scene0020_00,15,0,23,39
scene0020_00,16,0,23,40
scene0020_00,17,1,23,41
scene0020_00,18,0,23,42
scene0020_00,19,1,23,43
scene0020_00,20,0,23,44
scene0020_01,0,3,5,0
scene0020_01,1,0,9,2
scene0020_01,2,1,9,3
scene0020_01,3,1,39,9
scene0020_01,4,0,23,25
scene0020_01,5,0,23,26
scene0020_01,6,1,23,27
scene0020_01,7,2,23,28
scene0020_01,8,0,23,29
scene0020_01,9,0,23,30
scene0020_01,10,0,23,31
scene0020_01,11,0,23,32
scene0020_01,12,0,23,33
scene0020_01,13,0,23,34
scene0020_01,14,0,23,35
scene0020_01,15,0,23,36
scene0020_01,16,0,23,37
scene0020_01,17,0,23,38
scene0020_01,18,0,23,39
scene0020_01,19,0,23,40
scene0020_01,20,0,23,41
scene0020_01,21,1,23,42
scene0020_01,22,0,23,43
scene0020_01,23,0,23,44
scene0020_01,24,0,23,45
scene0021_00,0,1,5,2
scene0021_00,1,2,5,3
scene0021_00,2,1,7,5
scene0021_00,3,0,7,10
scene0022_00,0,1,5,1
scene0022_00,1,1,7,6
scene0022_00,2,0,7,7
scene0022_00,3,2,7,8
scene0022_00,4,0,7,9
scene0022_00,5,1,5,11
scene0022_00,6,0,5,12
scene0022_00,7,1,5,14
scene0022_00,8,0,5,15
scene0022_00,9,0,5,16
scene0022_00,10,0,5,17
scene0022_00,11,1,39,18
scene0022_00,12,0,9,19
scene0022_00,13,0,39,20
scene0022_00,14,1,5,24
scene0022_00,15,1,5,25
scene0022_00,16,0,5,28
scene0022_00,17,1,5,29
scene0022_00,18,0,5,30
scene0022_00,19,0,5,31
scene0022_00,20,0,8,33
scene0022_00,21,1,8,34
scene0022_01,0,1,5,1
scene0022_01,1,2,7,5
scene0022_01,2,1,7,6
scene0022_01,3,1,5,7
scene0022_01,4,0,5,8
scene0022_01,5,1,5,9
scene0022_01,6,1,5,10
scene0022_01,7,1,5,11
scene0022_01,8,0,5,12
scene0022_01,9,0,5,13
scene0022_01,10,0,5,14
scene0022_01,11,1,7,16
scene0022_01,12,0,7,17
scene0022_01,13,0,5,19
scene0022_01,14,0,5,20
scene0022_01,15,0,5,21
scene0022_01,16,0,39,23
scene0022_01,17,0,39,24
scene0022_01,18,0,5,25
scene0022_01,19,0,9,26
scene0022_01,20,0,8,27
scene0022_01,21,1,3,31
scene0022_01,22,0,3,33
scene0022_01,23,1,39,34
scene0022_01,24,1,8,38
scene0023_00,0,0,5,1
scene0023_00,1,1,5,2
scene0023_00,2,0,7,3
scene0023_00,3,2,7,4
scene0023_00,4,1,7,5
scene0023_00,5,1,5,6
scene0023_00,6,0,5,7
scene0023_00,7,0,5,8
scene0023_00,8,0,5,9
scene0023_00,9,1,5,10
scene0023_00,10,0,5,11
scene0023_00,11,1,5,19
scene0023_00,12,2,5,20
scene0023_00,13,1,5,21
scene0023_00,14,1,5,22
scene0023_00,15,1,5,23
scene0023_00,16,3,5,24
scene0023_00,17,0,5,25
scene0023_00,18,1,5,26
scene0023_00,19,0,9,28
scene0024_00,0,1,39,2
scene0024_00,1,0,8,5
scene0024_00,2,1,5,8
scene0024_00,3,2,5,9
scene0024_00,4,0,5,10
scene0024_00,5,1,5,11
scene0024_00,6,2,7,14
scene0024_00,7,0,7,15
scene0024_00,8,1,3,16
scene0024_00,9,1,9,18
scene0024_00,10,0,23,19
scene0024_00,11,0,23,21
scene0024_00,12,0,23,24
scene0024_00,13,0,39,25
scene0024_00,14,0,7,27
scene0024_00,15,0,8,35
scene0024_00,16,0,39,38
scene0024_00,17,1,9,45
scene0024_00,18,1,9,48
scene0024_00,19,0,9,50
scene0024_00,20,0,7,54
scene0024_00,21,0,23,59
scene0024_00,22,0,5,61
scene0024_00,23,0,5,63
scene0024_00,24,1,5,64
scene0024_01,0,0,3,2
scene0024_01,1,1,39,3
scene0024_01,2,0,7,5
scene0024_01,3,0,7,6
scene0024_01,4,2,5,7
scene0024_01,5,0,5,8
scene0024_01,6,1,9,10
scene0024_01,7,0,23,11
scene0024_01,8,0,23,13
scene0024_01,9,0,7,18
scene0024_01,10,0,23,21
scene0024_01,11,0,39,22
scene0024_01,12,0,7,25
scene0024_01,13,0,5,29
scene0024_01,14,0,5,30
scene0024_01,15,0,5,31
scene0024_01,16,0,5,32
scene0024_01,17,1,5,33
scene0024_01,18,0,8,34
scene0024_01,19,0,8,35
scene0024_01,20,0,39,43
scene0024_01,21,0,9,47
scene0024_01,22,1,9,50
scene0024_01,23,1,9,51
scene0024_01,24,1,7,56
scene0024_01,25,0,23,57
scene0024_02,0,1,5,0
scene0024_02,1,0,7,1
scene0024_02,2,0,23,2
scene0024_02,3,0,7,4
scene0024_02,4,0,23,6
scene0024_02,5,0,39,7
scene0024_02,6,1,7,10
scene0024_02,7,0,3,14
scene0024_02,8,0,23,16
scene0024_02,9,0,5,19
scene0024_02,10,0,5,20
scene0024_02,11,1,5,21
scene0024_02,12,0,5,22
scene0024_02,13,0,5,23
scene0024_02,14,1,8,29
scene0024_02,15,0,8,30
scene0024_02,16,0,39,37
scene0024_02,17,0,9,43
scene0024_02,18,0,7,45
scene0024_02,19,1,39,52
scene0024_02,20,1,9,57
scene0024_02,21,0,9,58
scene0024_02,22,0,9,59
scene0024_02,23,1,5,61
scene0026_00,0,3,3,3
scene0026_00,1,2,9,4
scene0026_00,2,1,8,6
scene0026_00,3,1,8,7
scene0026_00,4,0,8,8
scene0026_00,5,1,39,16
scene0026_00,6,0,39,17
scene0026_00,7,0,39,20
scene0026_00,8,0,8,33
scene0027_00,0,0,39,3
scene0027_00,1,0,8,4
scene0027_00,2,1,5,6
scene0027_00,3,2,5,7
scene0027_00,4,1,5,8
scene0027_00,5,1,5,9
scene0027_00,6,0,39,10
scene0027_00,7,0,39,11
scene0027_00,8,0,39,12
scene0027_00,9,0,8,16
scene0027_01,0,2,5,2
scene0027_01,1,1,5,3
scene0027_01,2,1,5,4
scene0027_01,3,0,8,5
scene0027_01,4,0,8,6
scene0027_01,5,0,5,15
scene0027_01,6,0,39,16
scene0027_01,7,0,39,17
scene0027_01,8,0,39,18
scene0027_02,0,1,5,4
scene0027_02,1,1,5,5
scene0027_02,2,2,5,6
scene0027_02,3,2,5,7
scene0027_02,4,0,39,10
scene0027_02,5,0,39,12
scene0027_02,6,0,39,13
scene0028_00,0,0,5,7
scene0028_00,1,0,5,8
scene0028_00,2,0,5,9
scene0028_00,3,0,5,10
scene0028_00,4,1,5,11
scene0028_00,5,1,5,12
scene0028_00,6,3,5,13
scene0028_00,7,2,5,14
scene0028_00,8,1,39,15
scene0028_00,9,1,39,16
scene0028_00,10,1,39,17
scene0028_00,11,2,7,18
scene0028_00,12,0,39,20
scene0029_00,0,0,39,6
scene0029_00,1,3,8,7
scene0029_01,0,1,8,6
scene0029_01,1,0,39,14
scene0029_02,0,0,8,8
scene0029_02,1,1,39,13
scene0029_02,2,0,8,24
scene0031_00,0,1,7,0
scene0031_00,1,2,39,1
scene0031_00,2,1,39,2
scene0031_00,3,1,39,3
scene0031_00,4,1,39,4
scene0031_00,5,2,5,9
scene0031_00,6,1,5,10
scene0031_00,7,1,5,11
scene0031_00,8,0,7,16
scene0031_01,0,2,5,5
scene0031_01,1,1,39,6
scene0031_01,2,3,5,7
scene0031_01,3,1,7,10
scene0031_01,4,1,39,11
scene0031_01,5,1,5,12
scene0031_01,6,0,7,13
scene0031_01,7,2,7,14
scene0031_01,8,0,39,15
scene0031_02,0,1,7,0
scene0031_02,1,2,39,6
scene0031_02,2,1,39,7
scene0031_02,3,1,39,8
scene0031_02,4,2,39,9
scene0031_02,5,2,5,10
scene0031_02,6,2,5,12
scene0031_02,7,1,5,13
scene0031_02,8,0,7,15
scene0032_00,0,0,8,0
scene0032_00,1,1,9,2
scene0032_00,2,2,5,5
scene0032_00,3,0,8,7
scene0032_00,4,1,39,10
scene0032_01,0,0,8,0
scene0032_01,1,0,8,4
scene0032_01,2,0,5,10
scene0032_01,3,0,9,13
scene0032_01,4,1,39,14
scene0033_00,0,2,5,2
scene0033_00,1,2,5,3
scene0033_00,2,2,5,4
scene0033_00,3,2,5,5
scene0033_00,4,2,5,6
scene0033_00,5,1,5,7
scene0033_00,6,2,5,8
scene0033_00,7,1,5,9
scene0033_00,8,2,5,10
scene0033_00,9,2,7,11
scene0033_00,10,1,7,12
scene0033_00,11,2,7,13
scene0033_00,12,2,7,14
scene0033_00,13,0,9,19
scene0033_00,14,0,9,22
scene0033_00,15,1,5,24
scene0034_00,0,1,8,2
scene0034_00,1,0,9,10
scene0034_00,2,3,8,11
scene0034_00,3,2,3,14
scene0034_00,4,1,9,20
scene0034_00,5,1,8,22
scene0034_00,6,1,39,39
scene0034_00,7,1,8,42
scene0034_00,8,2,8,43
scene0034_00,9,1,9,47
scene0034_01,0,2,3,7
scene0034_01,1,1,8,10
scene0034_01,2,0,9,13
scene0034_01,3,1,9,15
scene0034_01,4,0,9,23
scene0034_01,5,2,8,31
scene0034_01,6,0,39,33
scene0034_01,7,0,8,39
scene0034_01,8,1,8,40
scene0034_02,0,2,3,2
scene0034_02,1,1,8,6
scene0034_02,2,0,9,12
scene0034_02,3,0,9,17
scene0034_02,4,1,8,26
scene0034_02,5,0,8,32
scene0034_02,6,0,8,34
scene0034_02,7,0,39,47
scene0034_02,8,1,9,49
scene0035_00,0,0,9,6
scene0035_00,1,2,39,8
scene0035_00,2,0,5,9
scene0035_00,3,1,9,10
scene0035_00,4,0,8,13
scene0035_00,5,2,8,16
scene0035_01,0,3,5,0
scene0035_01,1,2,8,7
scene0035_01,2,2,9,9
scene0035_01,3,1,9,10
scene0035_01,4,4,39,15
scene0036_00,0,0,39,4
scene0036_00,1,1,7,5
scene0036_00,2,0,7,6
scene0036_00,3,0,9,11
scene0036_00,4,3,39,14
scene0036_00,5,1,7,16
scene0036_00,6,2,39,17
scene0036_01,0,3,7,4
scene0036_01,1,1,7,5
scene0036_01,2,0,7,6
scene0036_01,3,2,39,7
scene0036_01,4,2,39,8
scene0036_01,5,1,39,12
scene0036_01,6,0,9,14
scene0037_00,0,2,5,0
scene0037_00,1,0,7,3
scene0037_00,2,1,5,4
scene0037_00,3,0,5,5
scene0037_00,4,2,5,6
scene0037_00,5,0,5,7
scene0037_00,6,1,5,8
scene0037_00,7,1,5,9
scene0037_00,8,1,5,10
scene0037_00,9,0,23,12
scene0037_00,10,0,23,13
scene0037_00,11,0,23,14
scene0037_00,12,0,23,15
scene0037_00,13,1,23,16
scene0037_00,14,0,23,17
scene0037_00,15,0,23,18
scene0037_00,16,1,23,19
scene0037_00,17,1,23,20
scene0037_00,18,1,23,21
scene0037_00,19,0,23,22
scene0037_00,20,0,23,23
scene0037_00,21,0,23,24
scene0037_00,22,0,23,25
scene0037_00,23,0,23,26
scene0037_00,24,0,23,27
scene0038_00,0,1,7,0
scene0038_00,1,3,7,1
scene0038_00,2,1,7,2
scene0038_00,3,0,5,5
scene0038_00,4,1,5,6
scene0038_00,5,1,5,7
scene0038_00,6,2,5,8
scene0038_00,7,0,5,9
scene0038_00,8,0,5,10
scene0038_00,9,0,5,11
scene0038_00,10,0,5,12
scene0038_00,11,0,5,13
scene0038_00,12,0,5,14
scene0038_00,13,1,5,16
scene0038_00,14,1,5,17
scene0038_00,15,0,39,18
scene0038_00,16,1,5,22
scene0038_01,0,3,7,0
scene0038_01,1,1,5,1
scene0038_01,2,1,5,2
scene0038_01,3,1,5,3
scene0038_01,4,1,5,4
scene0038_01,5,1,5,5
scene0038_01,6,1,5,6
scene0038_01,7,1,5,8
scene0038_01,8,1,5,9
scene0038_01,9,0,5,10
scene0038_01,10,1,7,13
scene0038_01,11,1,7,14
scene0038_01,12,0,5,17
scene0038_01,13,0,5,18
scene0038_01,14,0,5,19
scene0038_01,15,0,5,20
scene0038_01,16,1,39,21
scene0038_02,0,1,5,1
scene0038_02,1,1,5,2
scene0038_02,2,1,5,3
scene0038_02,3,1,5,4
scene0038_02,4,1,5,5
scene0038_02,5,0,5,6
scene0038_02,6,1,5,7
scene0038_02,7,0,5,8
scene0038_02,8,1,5,9
scene0038_02,9,0,5,10
scene0038_02,10,0,5,11
scene0038_02,11,0,5,12
scene0038_02,12,0,5,13
scene0038_02,13,1,7,16
scene0038_02,14,1,7,17
scene0038_02,15,3,7,18
scene0038_02,16,0,39,21
scene0039_00,0,0,39,4
scene0039_00,1,0,9,5
scene0039_00,2,2,5,6
scene0039_00,3,0,39,9
scene0039_00,4,2,8,15
scene0039_01,0,0,9,0
scene0039_01,1,2,5,12
scene0040_00,0,1,5,11
scene0040_00,1,0,8,13
scene0040_00,2,0,39,17
scene0040_00,3,0,39,29
scene0040_00,4,1,5,34
scene0040_00,5,0,23,38
scene0040_00,6,0,39,44
scene0040_00,7,1,5,45
scene0040_00,8,2,3,53
scene0040_00,9,0,3,57
scene0040_00,10,0,3,58
scene0040_00,11,1,5,59
scene0040_00,12,0,9,70
scene0040_00,13,0,3,75
scene0040_00,14,0,3,76
scene0040_00,15,0,7,77
scene0040_01,0,0,23,8
scene0040_01,1,0,9,14
scene0040_01,2,2,3,18
scene0040_01,3,1,5,25
scene0040_01,4,1,5,26
scene0040_01,5,1,5,27
scene0040_01,6,1,5,28
scene0040_01,7,1,5,29
scene0040_01,8,0,23,32
scene0040_01,9,1,7,34
scene0040_01,10,0,23,35
scene0040_01,11,0,39,37
scene0040_01,12,0,39,38
scene0040_01,13,2,39,39
scene0040_01,14,0,3,40
scene0040_01,15,0,8,45
scene0040_01,16,0,3,55
scene0040_01,17,0,3,56
scene0041_00,0,1,7,4
scene0041_00,1,0,7,5
scene0041_00,2,2,7,6
scene0041_00,3,0,7,7
scene0041_00,4,0,7,8
scene0041_00,5,0,8,10
scene0041_00,6,1,9,14
scene0041_00,7,0,9,15
scene0041_00,8,2,5,17
scene0041_00,9,1,5,18
scene0041_00,10,1,5,19
scene0041_00,11,1,5,20
scene0041_00,12,3,5,21
scene0041_00,13,1,5,22
scene0041_00,14,0,5,24
scene0041_00,15,0,5,25
scene0041_00,16,2,5,27
scene0041_00,17,1,5,28
scene0041_00,18,0,5,29
scene0041_00,19,1,5,30
scene0041_00,20,1,5,31
scene0041_00,21,1,5,32
scene0041_00,22,2,5,33
scene0041_00,23,2,5,34
scene0041_00,24,1,5,35
scene0041_00,25,0,5,36
scene0041_00,26,1,5,37
scene0041_00,27,0,5,38
scene0041_00,28,2,5,39
scene0041_00,29,0,5,40
scene0041_01,0,1,7,2
scene0041_01,1,0,7,3
scene0041_01,2,2,7,4
scene0041_01,3,0,7,5
scene0041_01,4,1,5,6
scene0041_01,5,1,5,7
scene0041_01,6,1,5,8
scene0041_01,7,0,5,9
scene0041_01,8,1,5,10
scene0041_01,9,1,5,11
scene0041_01,10,1,5,12
scene0041_01,11,1,5,13
scene0041_01,12,0,5,14
scene0041_01,13,1,5,15
scene0041_01,14,0,5,16
scene0041_01,15,0,5,17
scene0041_01,16,0,5,18
scene0041_01,17,0,5,19
scene0041_01,18,1,5,20
scene0041_01,19,0,5,21
scene0041_01,20,0,5,22
scene0041_01,21,1,5,23
scene0041_01,22,1,5,24
scene0041_01,23,1,7,26
scene0041_01,24,1,8,27
scene0041_01,25,0,8,28
scene0041_01,26,1,9,31
scene0041_01,27,0,9,32
scene0041_01,28,0,9,33
scene0041_01,29,0,5,37
scene0042_00,0,2,8,1
scene0042_00,1,0,39,11
